Employee_ID,Hire_Date,Department,Level,Gender,Age,Base_Salary,Bonus_USD,Total_Comp,Tenure_Years,Performance_Score,Attrition,Satisfaction_Score,Training_Hours,Absences
EMP-0467,2019-07-06,Operations,Manager,M,31,101838.35,2728.59,104566.94,5.5,1.4,No,4.6,23,8
EMP-0468,2015-08-22,Product,Senior,F,29,169404.52,3560.32,172964.84,9.4,2.7,No,2.6,55,16
EMP-0469,2020-01-15,Operations,Senior,M,25,129050.15,23616.23,152666.38,5,2.7,No,1.8,22,19
EMP-0470,2019-09-20,Product,Manager,M,28,133768.28,21615.11,155383.39,5.3,4.8,No,1.5,4,18
EMP-0471,2019-04-03,Sales,Senior,F,47,91826.67,2325.61,94152.28,5.8,3.9,No,3,21,6
EMP-0472,2020-11-10,Operations,Director,M,28,61836.43,14033.51,75869.94,4.1,3.5,No,4.4,30,5
EMP-0473,2020-11-03,Marketing,Mid,F,51,55565.88,176.91,55742.79,4.2,2.9,No,1.1,33,2
EMP-0474,2017-11-25,Engineering,Manager,F,52,119558.03,14595.27,134153.3,7.1,2,No,1.2,2,18
EMP-0475,2019-04-17,Marketing,Mid,M,28,79167.33,14570.48,93737.81,5.7,2.8,No,5,32,15
EMP-0476,2019-06-15,Engineering,Senior,F,43,164249,31803.79,196052.79,5.6,4.4,Yes,2.9,34,16
EMP-0477,2015-03-14,Finance,Director,F,44,107185.67,6548.18,113733.85,9.8,4,No,2.4,11,6
EMP-0478,2021-11-04,Operations,Director,Non-binary,50,178163.09,39021.85,217184.94,3.2,1.7,No,4.6,50,18
EMP-0479,2021-05-10,Finance,Junior,Non-binary,55,136766.17,28521.61,165287.78,3.6,1.5,No,3.3,44,9
EMP-0480,2016-01-16,Marketing,Lead,F,55,175167.36,27317.14,202484.5,9,3.7,No,2.9,8,9
EMP-0481,2015-08-02,Finance,Senior,Non-binary,29,42713.03,3265.64,45978.67,9.4,2.7,No,1.2,17,11
EMP-0482,2019-09-22,Marketing,Junior,F,31,179407.57,8823.6,188231.17,5.3,3.3,No,2.2,4,15
EMP-0483,2020-04-26,Legal,Lead,M,28,164489.88,37840.66,202330.54,4.7,3.4,No,3.3,41,18
EMP-0484,2017-11-25,Finance,Senior,F,48,115371.15,8683.47,124054.62,7.1,1.3,Yes,4.7,59,17
EMP-0485,2017-07-26,Legal,Junior,F,55,99075.69,7759.12,106834.81,7.4,4.7,No,2.9,54,14
EMP-0486,2021-07-15,Engineering,Manager,M,48,47822.2,1680.78,49502.98,3.5,4.6,No,3.3,47,4
EMP-0487,2023-10-10,Engineering,Lead,F,47,132161.49,15291.34,147452.83,1.2,4.1,Yes,2.8,6,2
EMP-0488,2015-05-27,Sales,Senior,Non-binary,28,154181.32,21795.2,175976.52,9.6,3.8,No,1.5,74,16
EMP-0489,2015-12-07,Marketing,Manager,M,30,67413.82,11387.56,78801.38,9.1,4.4,No,3.5,0,15
EMP-0490,2018-02-03,Engineering,Mid,Non-binary,29,110374.27,6821.3,117195.57,6.9,1.4,No,4.3,56,12
EMP-0491,2015-02-10,Legal,Lead,F,37,157049.52,21465.5,178515.02,9.9,4.3,No,4.4,78,3
EMP-0492,2021-03-21,Engineering,Mid,F,37,59762.45,11080.93,70843.38,3.8,3.2,No,2.9,37,3
EMP-0493,2022-06-22,Operations,Lead,M,28,102274.74,20799.96,123074.7,2.5,1.6,No,2.8,72,12
EMP-0494,2015-10-10,Engineering,Director,Non-binary,50,41181.61,9338.53,50520.14,9.2,4.9,No,4.5,58,8
EMP-0495,2015-03-12,Finance,Senior,Non-binary,46,109391.55,4772.12,114163.67,9.8,1.6,Yes,2.4,17,8
EMP-0496,2019-07-03,Product,Lead,M,33,118525.65,27480.53,146006.18,5.5,4.1,Yes,2,41,18
EMP-0497,2020-10-20,Legal,Junior,M,23,158544.52,6309.27,164853.79,4.2,1.4,No,3,60,10
EMP-0498,2018-12-26,Finance,Junior,F,46,144593.01,15184.3,159777.31,6,1.3,Yes,2,4,2
EMP-0499,2022-06-20,Engineering,Mid,F,28,136315.23,12869.14,149184.37,2.5,5,Yes,3.2,25,8
EMP-0500,2022-08-22,Operations,Mid,F,32,97939.14,12940.93,110880.07,2.4,4.2,No,3.3,80,3
